red,red,1,red,mdl-color-text--red,mdl-color--red,#f44336
red,red,50,red-50,mdl-color-text--red-50,mdl-color--red-50,#ffebee
red,red,100,red-100,mdl-color-text--red-100,mdl-color--red-100,#ffcdd2
red,red,200,red-200,mdl-color-text--red-200,mdl-color--red-200,#ef9a9a
red,red,300,red-300,mdl-color-text--red-300,mdl-color--red-300,#e57373
red,red,400,red-400,mdl-color-text--red-400,mdl-color--red-400,#ef5350
red,red,500,red-500,mdl-color-text--red-500,mdl-color--red-500,#f44336
red,red,600,red-600,mdl-color-text--red-600,mdl-color--red-600,#e53935
red,red,700,red-700,mdl-color-text--red-700,mdl-color--red-700,#d32f2f
red,red,800,red-800,mdl-color-text--red-800,mdl-color--red-800,#c62828
red,red,900,red-900,mdl-color-text--red-900,mdl-color--red-900,#b71c1c
red,red,A100,red-A100,mdl-color-text--red-A100,mdl-color--red-A100,#ff8a80
red,red,A200,red-A200,mdl-color-text--red-A200,mdl-color--red-A200,#ff5252
red,red,A400,red-A400,mdl-color-text--red-A400,mdl-color--red-A400,#ff1744
red,red,A700,red-A700,mdl-color-text--red-A700,mdl-color--red-A700,#d50000
pink,pink,1,pink,mdl-color-text--pink,mdl-color--pink,#e91e63
pink,pink,50,pink-50,mdl-color-text--pink-50,mdl-color--pink-50,#fce4ec
pink,pink,100,pink-100,mdl-color-text--pink-100,mdl-color--pink-100,#f8bbd0
pink,pink,200,pink-200,mdl-color-text--pink-200,mdl-color--pink-200,#f48fb1
pink,pink,300,pink-300,mdl-color-text--pink-300,mdl-color--pink-300,#f06292
pink,pink,400,pink-400,mdl-color-text--pink-400,mdl-color--pink-400,#ec407a
pink,pink,500,pink-500,mdl-color-text--pink-500,mdl-color--pink-500,#e91e63
pink,pink,600,pink-600,mdl-color-text--pink-600,mdl-color--pink-600,#d81b60
pink,pink,700,pink-700,mdl-color-text--pink-700,mdl-color--pink-700,#c2185b
pink,pink,800,pink-800,mdl-color-text--pink-800,mdl-color--pink-800,#ad1457
pink,pink,900,pink-900,mdl-color-text--pink-900,mdl-color--pink-900,#880e4f
pink,pink,A100,pink-A100,mdl-color-text--pink-A100,mdl-color--pink-A100,#ff80ab
pink,pink,A200,pink-A200,mdl-color-text--pink-A200,mdl-color--pink-A200,#ff4081
pink,pink,A400,pink-A400,mdl-color-text--pink-A400,mdl-color--pink-A400,#f50057
pink,pink,A700,pink-A700,mdl-color-text--pink-A700,mdl-color--pink-A700,#c51162
purple,purple,1,purple,mdl-color-text--purple,mdl-color--purple,#9c27b0
purple,purple,50,purple-50,mdl-color-text--purple-50,mdl-color--purple-50,#f3e5f5
purple,purple,100,purple-100,mdl-color-text--purple-100,mdl-color--purple-100,#e1bee7
purple,purple,200,purple-200,mdl-color-text--purple-200,mdl-color--purple-200,#ce93d8
purple,purple,300,purple-300,mdl-color-text--purple-300,mdl-color--purple-300,#ba68c8
purple,purple,400,purple-400,mdl-color-text--purple-400,mdl-color--purple-400,#ab47bc
purple,purple,500,purple-500,mdl-color-text--purple-500,mdl-color--purple-500,#9c27b0
purple,purple,600,purple-600,mdl-color-text--purple-600,mdl-color--purple-600,#8e24aa
purple,purple,700,purple-700,mdl-color-text--purple-700,mdl-color--purple-700,#7b1fa2
purple,purple,800,purple-800,mdl-color-text--purple-800,mdl-color--purple-800,#6a1b9a
purple,purple,900,purple-900,mdl-color-text--purple-900,mdl-color--purple-900,#4a148c
purple,purple,A100,purple-A100,mdl-color-text--purple-A100,mdl-color--purple-A100,#ea80fc
purple,purple,A200,purple-A200,mdl-color-text--purple-A200,mdl-color--purple-A200,#e040fb
purple,purple,A400,purple-A400,mdl-color-text--purple-A400,mdl-color--purple-A400,#d500f9
purple,purple,A700,purple-A700,mdl-color-text--purple-A700,mdl-color--purple-A700,#aa00ff
deepPurple,deep-purple,1,deep-purple,mdl-color-text--deep-purple,mdl-color--deep-purple,#673ab7
deepPurple,deep-purple,50,deep-purple-50,mdl-color-text--deep-purple-50,mdl-color--deep-purple-50,#ede7f6
deepPurple,deep-purple,100,deep-purple-100,mdl-color-text--deep-purple-100,mdl-color--deep-purple-100,#d1c4e9
deepPurple,deep-purple,200,deep-purple-200,mdl-color-text--deep-purple-200,mdl-color--deep-purple-200,#b39ddb
deepPurple,deep-purple,300,deep-purple-300,mdl-color-text--deep-purple-300,mdl-color--deep-purple-300,#9575cd
deepPurple,deep-purple,400,deep-purple-400,mdl-color-text--deep-purple-400,mdl-color--deep-purple-400,#7e57c2
deepPurple,deep-purple,500,deep-purple-500,mdl-color-text--deep-purple-500,mdl-color--deep-purple-500,#673ab7
deepPurple,deep-purple,600,deep-purple-600,mdl-color-text--deep-purple-600,mdl-color--deep-purple-600,#5e35b1
deepPurple,deep-purple,700,deep-purple-700,mdl-color-text--deep-purple-700,mdl-color--deep-purple-700,#512da8
deepPurple,deep-purple,800,deep-purple-800,mdl-color-text--deep-purple-800,mdl-color--deep-purple-800,#4527a0
deepPurple,deep-purple,900,deep-purple-900,mdl-color-text--deep-purple-900,mdl-color--deep-purple-900,#311b92
deepPurple,deep-purple,A100,deep-purple-A100,mdl-color-text--deep-purple-A100,mdl-color--deep-purple-A100,#b388ff
deepPurple,deep-purple,A200,deep-purple-A200,mdl-color-text--deep-purple-A200,mdl-color--deep-purple-A200,#7c4dff
deepPurple,deep-purple,A400,deep-purple-A400,mdl-color-text--deep-purple-A400,mdl-color--deep-purple-A400,#651fff
deepPurple,deep-purple,A700,deep-purple-A700,mdl-color-text--deep-purple-A700,mdl-color--deep-purple-A700,#6200ea
indigo,indigo,1,indigo,mdl-color-text--indigo,mdl-color--indigo,#3f51b5
indigo,indigo,50,indigo-50,mdl-color-text--indigo-50,mdl-color--indigo-50,#e8eaf6
indigo,indigo,100,indigo-100,mdl-color-text--indigo-100,mdl-color--indigo-100,#c5cae9
indigo,indigo,200,indigo-200,mdl-color-text--indigo-200,mdl-color--indigo-200,#9fa8da
indigo,indigo,300,indigo-300,mdl-color-text--indigo-300,mdl-color--indigo-300,#7986cb
indigo,indigo,400,indigo-400,mdl-color-text--indigo-400,mdl-color--indigo-400,#5c6bc0
indigo,indigo,500,indigo-500,mdl-color-text--indigo-500,mdl-color--indigo-500,#3f51b5
indigo,indigo,600,indigo-600,mdl-color-text--indigo-600,mdl-color--indigo-600,#3949ab
indigo,indigo,700,indigo-700,mdl-color-text--indigo-700,mdl-color--indigo-700,#303f9f
indigo,indigo,800,indigo-800,mdl-color-text--indigo-800,mdl-color--indigo-800,#283593
indigo,indigo,900,indigo-900,mdl-color-text--indigo-900,mdl-color--indigo-900,#1a237e
indigo,indigo,A100,indigo-A100,mdl-color-text--indigo-A100,mdl-color--indigo-A100,#8c9eff
indigo,indigo,A200,indigo-A200,mdl-color-text--indigo-A200,mdl-color--indigo-A200,#536dfe
indigo,indigo,A400,indigo-A400,mdl-color-text--indigo-A400,mdl-color--indigo-A400,#3d5afe
indigo,indigo,A700,indigo-A700,mdl-color-text--indigo-A700,mdl-color--indigo-A700,#304ffe
blue,blue,1,blue,mdl-color-text--blue,mdl-color--blue,#2196f3
blue,blue,50,blue-50,mdl-color-text--blue-50,mdl-color--blue-50,#e3f2fd
blue,blue,100,blue-100,mdl-color-text--blue-100,mdl-color--blue-100,#bbdefb
blue,blue,200,blue-200,mdl-color-text--blue-200,mdl-color--blue-200,#90caf9
blue,blue,300,blue-300,mdl-color-text--blue-300,mdl-color--blue-300,#64b5f6
blue,blue,400,blue-400,mdl-color-text--blue-400,mdl-color--blue-400,#42a5f5
blue,blue,500,blue-500,mdl-color-text--blue-500,mdl-color--blue-500,#2196f3
blue,blue,600,blue-600,mdl-color-text--blue-600,mdl-color--blue-600,#1e88e5
blue,blue,700,blue-700,mdl-color-text--blue-700,mdl-color--blue-700,#1976d2
blue,blue,800,blue-800,mdl-color-text--blue-800,mdl-color--blue-800,#1565c0
blue,blue,900,blue-900,mdl-color-text--blue-900,mdl-color--blue-900,#0d47a1
blue,blue,A100,blue-A100,mdl-color-text--blue-A100,mdl-color--blue-A100,#82b1ff
blue,blue,A200,blue-A200,mdl-color-text--blue-A200,mdl-color--blue-A200,#448aff
blue,blue,A400,blue-A400,mdl-color-text--blue-A400,mdl-color--blue-A400,#2979ff
blue,blue,A700,blue-A700,mdl-color-text--blue-A700,mdl-color--blue-A700,#2962ff
lightBlue,light-blue,1,light-blue,mdl-color-text--light-blue,mdl-color--light-blue,#03a9f4
lightBlue,light-blue,50,light-blue-50,mdl-color-text--light-blue-50,mdl-color--light-blue-50,#e1f5fe
lightBlue,light-blue,100,light-blue-100,mdl-color-text--light-blue-100,mdl-color--light-blue-100,#b3e5fc
lightBlue,light-blue,200,light-blue-200,mdl-color-text--light-blue-200,mdl-color--light-blue-200,#81d4fa
lightBlue,light-blue,300,light-blue-300,mdl-color-text--light-blue-300,mdl-color--light-blue-300,#4fc3f7
lightBlue,light-blue,400,light-blue-400,mdl-color-text--light-blue-400,mdl-color--light-blue-400,#29b6f6
lightBlue,light-blue,500,light-blue-500,mdl-color-text--light-blue-500,mdl-color--light-blue-500,#03a9f4
lightBlue,light-blue,600,light-blue-600,mdl-color-text--light-blue-600,mdl-color--light-blue-600,#039be5
lightBlue,light-blue,700,light-blue-700,mdl-color-text--light-blue-700,mdl-color--light-blue-700,#0288d1
lightBlue,light-blue,800,light-blue-800,mdl-color-text--light-blue-800,mdl-color--light-blue-800,#0277bd
lightBlue,light-blue,900,light-blue-900,mdl-color-text--light-blue-900,mdl-color--light-blue-900,#01579b
lightBlue,light-blue,A100,light-blue-A100,mdl-color-text--light-blue-A100,mdl-color--light-blue-A100,#80d8ff
lightBlue,light-blue,A200,light-blue-A200,mdl-color-text--light-blue-A200,mdl-color--light-blue-A200,#40c4ff
lightBlue,light-blue,A400,light-blue-A400,mdl-color-text--light-blue-A400,mdl-color--light-blue-A400,#00b0ff
lightBlue,light-blue,A700,light-blue-A700,mdl-color-text--light-blue-A700,mdl-color--light-blue-A700,#0091ea
cyan,cyan,1,cyan,mdl-color-text--cyan,mdl-color--cyan,#00bcd4
cyan,cyan,50,cyan-50,mdl-color-text--cyan-50,mdl-color--cyan-50,#e0f7fa
cyan,cyan,100,cyan-100,mdl-color-text--cyan-100,mdl-color--cyan-100,#b2ebf2
cyan,cyan,200,cyan-200,mdl-color-text--cyan-200,mdl-color--cyan-200,#80deea
cyan,cyan,300,cyan-300,mdl-color-text--cyan-300,mdl-color--cyan-300,#4dd0e1
cyan,cyan,400,cyan-400,mdl-color-text--cyan-400,mdl-color--cyan-400,#26c6da
cyan,cyan,500,cyan-500,mdl-color-text--cyan-500,mdl-color--cyan-500,#00bcd4
cyan,cyan,600,cyan-600,mdl-color-text--cyan-600,mdl-color--cyan-600,#00acc1
cyan,cyan,700,cyan-700,mdl-color-text--cyan-700,mdl-color--cyan-700,#0097a7
cyan,cyan,800,cyan-800,mdl-color-text--cyan-800,mdl-color--cyan-800,#00838f
cyan,cyan,900,cyan-900,mdl-color-text--cyan-900,mdl-color--cyan-900,#006064
cyan,cyan,A100,cyan-A100,mdl-color-text--cyan-A100,mdl-color--cyan-A100,#84ffff
cyan,cyan,A200,cyan-A200,mdl-color-text--cyan-A200,mdl-color--cyan-A200,#18ffff
cyan,cyan,A400,cyan-A400,mdl-color-text--cyan-A400,mdl-color--cyan-A400,#00e5ff
cyan,cyan,A700,cyan-A700,mdl-color-text--cyan-A700,mdl-color--cyan-A700,#00b8d4
teal,teal,1,teal,mdl-color-text--teal,mdl-color--teal,#009688
teal,teal,50,teal-50,mdl-color-text--teal-50,mdl-color--teal-50,#e0f2f1
teal,teal,100,teal-100,mdl-color-text--teal-100,mdl-color--teal-100,#b2dfdb
teal,teal,200,teal-200,mdl-color-text--teal-200,mdl-color--teal-200,#80cbc4
teal,teal,300,teal-300,mdl-color-text--teal-300,mdl-color--teal-300,#4db6ac
teal,teal,400,teal-400,mdl-color-text--teal-400,mdl-color--teal-400,#26a69a
teal,teal,500,teal-500,mdl-color-text--teal-500,mdl-color--teal-500,#009688
teal,teal,600,teal-600,mdl-color-text--teal-600,mdl-color--teal-600,#00897b
teal,teal,700,teal-700,mdl-color-text--teal-700,mdl-color--teal-700,#00796b
teal,teal,800,teal-800,mdl-color-text--teal-800,mdl-color--teal-800,#00695c
teal,teal,900,teal-900,mdl-color-text--teal-900,mdl-color--teal-900,#004d40
teal,teal,A100,teal-A100,mdl-color-text--teal-A100,mdl-color--teal-A100,#a7ffeb
teal,teal,A200,teal-A200,mdl-color-text--teal-A200,mdl-color--teal-A200,#64ffda
teal,teal,A400,teal-A400,mdl-color-text--teal-A400,mdl-color--teal-A400,#1de9b6
teal,teal,A700,teal-A700,mdl-color-text--teal-A700,mdl-color--teal-A700,#00bfa5
green,green,1,green,mdl-color-text--green,mdl-color--green,#4caf50
green,green,50,green-50,mdl-color-text--green-50,mdl-color--green-50,#e8f5e9
green,green,100,green-100,mdl-color-text--green-100,mdl-color--green-100,#c8e6c9
green,green,200,green-200,mdl-color-text--green-200,mdl-color--green-200,#a5d6a7
green,green,300,green-300,mdl-color-text--green-300,mdl-color--green-300,#81c784
green,green,400,green-400,mdl-color-text--green-400,mdl-color--green-400,#66bb6a
green,green,500,green-500,mdl-color-text--green-500,mdl-color--green-500,#4caf50
green,green,600,green-600,mdl-color-text--green-600,mdl-color--green-600,#43a047
green,green,700,green-700,mdl-color-text--green-700,mdl-color--green-700,#388e3c
green,green,800,green-800,mdl-color-text--green-800,mdl-color--green-800,#2e7d32
green,green,900,green-900,mdl-color-text--green-900,mdl-color--green-900,#1b5e20
green,green,A100,green-A100,mdl-color-text--green-A100,mdl-color--green-A100,#b9f6ca
green,green,A200,green-A200,mdl-color-text--green-A200,mdl-color--green-A200,#69f0ae
green,green,A400,green-A400,mdl-color-text--green-A400,mdl-color--green-A400,#00e676
green,green,A700,green-A700,mdl-color-text--green-A700,mdl-color--green-A700,#00c853
lightGreen,light-green,1,light-green,mdl-color-text--light-green,mdl-color--light-green,#8bc34a
lightGreen,light-green,50,light-green-50,mdl-color-text--light-green-50,mdl-color--light-green-50,#f1f8e9
lightGreen,light-green,100,light-green-100,mdl-color-text--light-green-100,mdl-color--light-green-100,#dcedc8
lightGreen,light-green,200,light-green-200,mdl-color-text--light-green-200,mdl-color--light-green-200,#c5e1a5
lightGreen,light-green,300,light-green-300,mdl-color-text--light-green-300,mdl-color--light-green-300,#aed581
lightGreen,light-green,400,light-green-400,mdl-color-text--light-green-400,mdl-color--light-green-400,#9ccc65
lightGreen,light-green,500,light-green-500,mdl-color-text--light-green-500,mdl-color--light-green-500,#8bc34a
lightGreen,light-green,600,light-green-600,mdl-color-text--light-green-600,mdl-color--light-green-600,#7cb342
lightGreen,light-green,700,light-green-700,mdl-color-text--light-green-700,mdl-color--light-green-700,#689f38
lightGreen,light-green,800,light-green-800,mdl-color-text--light-green-800,mdl-color--light-green-800,#558b2f
lightGreen,light-green,900,light-green-900,mdl-color-text--light-green-900,mdl-color--light-green-900,#33691e
lightGreen,light-green,A100,light-green-A100,mdl-color-text--light-green-A100,mdl-color--light-green-A100,#ccff90
lightGreen,light-green,A200,light-green-A200,mdl-color-text--light-green-A200,mdl-color--light-green-A200,#b2ff59
lightGreen,light-green,A400,light-green-A400,mdl-color-text--light-green-A400,mdl-color--light-green-A400,#76ff03
lightGreen,light-green,A700,light-green-A700,mdl-color-text--light-green-A700,mdl-color--light-green-A700,#64dd17
lime,lime,1,lime,mdl-color-text--lime,mdl-color--lime,#cddc39
lime,lime,50,lime-50,mdl-color-text--lime-50,mdl-color--lime-50,#f9fbe7
lime,lime,100,lime-100,mdl-color-text--lime-100,mdl-color--lime-100,#f0f4c3
lime,lime,200,lime-200,mdl-color-text--lime-200,mdl-color--lime-200,#e6ee9c
lime,lime,300,lime-300,mdl-color-text--lime-300,mdl-color--lime-300,#dce775
lime,lime,400,lime-400,mdl-color-text--lime-400,mdl-color--lime-400,#d4e157
lime,lime,500,lime-500,mdl-color-text--lime-500,mdl-color--lime-500,#cddc39
lime,lime,600,lime-600,mdl-color-text--lime-600,mdl-color--lime-600,#c0ca33
lime,lime,700,lime-700,mdl-color-text--lime-700,mdl-color--lime-700,#afb42b
lime,lime,800,lime-800,mdl-color-text--lime-800,mdl-color--lime-800,#9e9d24
lime,lime,900,lime-900,mdl-color-text--lime-900,mdl-color--lime-900,#827717
lime,lime,A100,lime-A100,mdl-color-text--lime-A100,mdl-color--lime-A100,#f4ff81
lime,lime,A200,lime-A200,mdl-color-text--lime-A200,mdl-color--lime-A200,#eeff41
lime,lime,A400,lime-A400,mdl-color-text--lime-A400,mdl-color--lime-A400,#c6ff00
lime,lime,A700,lime-A700,mdl-color-text--lime-A700,mdl-color--lime-A700,#aeea00
yellow,yellow,1,yellow,mdl-color-text--yellow,mdl-color--yellow,#ffeb3b
yellow,yellow,50,yellow-50,mdl-color-text--yellow-50,mdl-color--yellow-50,#fffde7
yellow,yellow,100,yellow-100,mdl-color-text--yellow-100,mdl-color--yellow-100,#fff9c4
yellow,yellow,200,yellow-200,mdl-color-text--yellow-200,mdl-color--yellow-200,#fff59d
yellow,yellow,300,yellow-300,mdl-color-text--yellow-300,mdl-color--yellow-300,#fff176
yellow,yellow,400,yellow-400,mdl-color-text--yellow-400,mdl-color--yellow-400,#ffee58
yellow,yellow,500,yellow-500,mdl-color-text--yellow-500,mdl-color--yellow-500,#ffeb3b
yellow,yellow,600,yellow-600,mdl-color-text--yellow-600,mdl-color--yellow-600,#fdd835
yellow,yellow,700,yellow-700,mdl-color-text--yellow-700,mdl-color--yellow-700,#fbc02d
yellow,yellow,800,yellow-800,mdl-color-text--yellow-800,mdl-color--yellow-800,#f9a825
yellow,yellow,900,yellow-900,mdl-color-text--yellow-900,mdl-color--yellow-900,#f57f17
yellow,yellow,A100,yellow-A100,mdl-color-text--yellow-A100,mdl-color--yellow-A100,#ffff8d
yellow,yellow,A200,yellow-A200,mdl-color-text--yellow-A200,mdl-color--yellow-A200,#ffff00
yellow,yellow,A400,yellow-A400,mdl-color-text--yellow-A400,mdl-color--yellow-A400,#ffea00
yellow,yellow,A700,yellow-A700,mdl-color-text--yellow-A700,mdl-color--yellow-A700,#ffd600
amber,amber,1,amber,mdl-color-text--amber,mdl-color--amber,#ffc107
amber,amber,50,amber-50,mdl-color-text--amber-50,mdl-color--amber-50,#fff8e1
amber,amber,100,amber-100,mdl-color-text--amber-100,mdl-color--amber-100,#ffecb3
amber,amber,200,amber-200,mdl-color-text--amber-200,mdl-color--amber-200,#ffe082
amber,amber,300,amber-300,mdl-color-text--amber-300,mdl-color--amber-300,#ffd54f
amber,amber,400,amber-400,mdl-color-text--amber-400,mdl-color--amber-400,#ffca28
amber,amber,500,amber-500,mdl-color-text--amber-500,mdl-color--amber-500,#ffc107
amber,amber,600,amber-600,mdl-color-text--amber-600,mdl-color--amber-600,#ffb300
amber,amber,700,amber-700,mdl-color-text--amber-700,mdl-color--amber-700,#ffa000
amber,amber,800,amber-800,mdl-color-text--amber-800,mdl-color--amber-800,#ff8f00
amber,amber,900,amber-900,mdl-color-text--amber-900,mdl-color--amber-900,#ff6f00
amber,amber,A100,amber-A100,mdl-color-text--amber-A100,mdl-color--amber-A100,#ffe57f
amber,amber,A200,amber-A200,mdl-color-text--amber-A200,mdl-color--amber-A200,#ffd740
amber,amber,A400,amber-A400,mdl-color-text--amber-A400,mdl-color--amber-A400,#ffc400
amber,amber,A700,amber-A700,mdl-color-text--amber-A700,mdl-color--amber-A700,#ffab00
orange,orange,1,orange,mdl-color-text--orange,mdl-color--orange,#ff9800
orange,orange,50,orange-50,mdl-color-text--orange-50,mdl-color--orange-50,#fff3e0
orange,orange,100,orange-100,mdl-color-text--orange-100,mdl-color--orange-100,#ffe0b2
orange,orange,200,orange-200,mdl-color-text--orange-200,mdl-color--orange-200,#ffcc80
orange,orange,300,orange-300,mdl-color-text--orange-300,mdl-color--orange-300,#ffb74d
orange,orange,400,orange-400,mdl-color-text--orange-400,mdl-color--orange-400,#ffa726
orange,orange,500,orange-500,mdl-color-text--orange-500,mdl-color--orange-500,#ff9800
orange,orange,600,orange-600,mdl-color-text--orange-600,mdl-color--orange-600,#fb8c00
orange,orange,700,orange-700,mdl-color-text--orange-700,mdl-color--orange-700,#f57c00
orange,orange,800,orange-800,mdl-color-text--orange-800,mdl-color--orange-800,#ef6c00
orange,orange,900,orange-900,mdl-color-text--orange-900,mdl-color--orange-900,#e65100
orange,orange,A100,orange-A100,mdl-color-text--orange-A100,mdl-color--orange-A100,#ffd180
orange,orange,A200,orange-A200,mdl-color-text--orange-A200,mdl-color--orange-A200,#ffab40
orange,orange,A400,orange-A400,mdl-color-text--orange-A400,mdl-color--orange-A400,#ff9100
orange,orange,A700,orange-A700,mdl-color-text--orange-A700,mdl-color--orange-A700,#ff6d00
deepOrange,deep-orange,1,deep-orange,mdl-color-text--deep-orange,mdl-color--deep-orange,#ff5722
deepOrange,deep-orange,50,deep-orange-50,mdl-color-text--deep-orange-50,mdl-color--deep-orange-50,#fbe9e7
deepOrange,deep-orange,100,deep-orange-100,mdl-color-text--deep-orange-100,mdl-color--deep-orange-100,#ffccbc
deepOrange,deep-orange,200,deep-orange-200,mdl-color-text--deep-orange-200,mdl-color--deep-orange-200,#ffab91
deepOrange,deep-orange,300,deep-orange-300,mdl-color-text--deep-orange-300,mdl-color--deep-orange-300,#ff8a65
deepOrange,deep-orange,400,deep-orange-400,mdl-color-text--deep-orange-400,mdl-color--deep-orange-400,#ff7043
deepOrange,deep-orange,500,deep-orange-500,mdl-color-text--deep-orange-500,mdl-color--deep-orange-500,#ff5722
deepOrange,deep-orange,600,deep-orange-600,mdl-color-text--deep-orange-600,mdl-color--deep-orange-600,#f4511e
deepOrange,deep-orange,700,deep-orange-700,mdl-color-text--deep-orange-700,mdl-color--deep-orange-700,#e64a19
deepOrange,deep-orange,800,deep-orange-800,mdl-color-text--deep-orange-800,mdl-color--deep-orange-800,#d84315
deepOrange,deep-orange,900,deep-orange-900,mdl-color-text--deep-orange-900,mdl-color--deep-orange-900,#bf360c
deepOrange,deep-orange,A100,deep-orange-A100,mdl-color-text--deep-orange-A100,mdl-color--deep-orange-A100,#ff9e80
deepOrange,deep-orange,A200,deep-orange-A200,mdl-color-text--deep-orange-A200,mdl-color--deep-orange-A200,#ff6e40
deepOrange,deep-orange,A400,deep-orange-A400,mdl-color-text--deep-orange-A400,mdl-color--deep-orange-A400,#ff3d00
deepOrange,deep-orange,A700,deep-orange-A700,mdl-color-text--deep-orange-A700,mdl-color--deep-orange-A700,#dd2c00
brown,brown,1,brown,mdl-color-text--brown,mdl-color--brown,#795548
brown,brown,50,brown-50,mdl-color-text--brown-50,mdl-color--brown-50,#efebe9
brown,brown,100,brown-100,mdl-color-text--brown-100,mdl-color--brown-100,#d7ccc8
brown,brown,200,brown-200,mdl-color-text--brown-200,mdl-color--brown-200,#bcaaa4
brown,brown,300,brown-300,mdl-color-text--brown-300,mdl-color--brown-300,#a1887f
brown,brown,400,brown-400,mdl-color-text--brown-400,mdl-color--brown-400,#8d6e63
brown,brown,500,brown-500,mdl-color-text--brown-500,mdl-color--brown-500,#795548
brown,brown,600,brown-600,mdl-color-text--brown-600,mdl-color--brown-600,#6d4c41
brown,brown,700,brown-700,mdl-color-text--brown-700,mdl-color--brown-700,#5d4037
brown,brown,800,brown-800,mdl-color-text--brown-800,mdl-color--brown-800,#4e342e
brown,brown,900,brown-900,mdl-color-text--brown-900,mdl-color--brown-900,#3e2723
grey,grey,1,grey,mdl-color-text--grey,mdl-color--grey,#9e9e9e
grey,grey,50,grey-50,mdl-color-text--grey-50,mdl-color--grey-50,#fafafa
grey,grey,100,grey-100,mdl-color-text--grey-100,mdl-color--grey-100,#f5f5f5
grey,grey,200,grey-200,mdl-color-text--grey-200,mdl-color--grey-200,#eeeeee
grey,grey,300,grey-300,mdl-color-text--grey-300,mdl-color--grey-300,#e0e0e0
grey,grey,400,grey-400,mdl-color-text--grey-400,mdl-color--grey-400,#bdbdbd
grey,grey,500,grey-500,mdl-color-text--grey-500,mdl-color--grey-500,#9e9e9e
grey,grey,600,grey-600,mdl-color-text--grey-600,mdl-color--grey-600,#757575
grey,grey,700,grey-700,mdl-color-text--grey-700,mdl-color--grey-700,#616161
grey,grey,800,grey-800,mdl-color-text--grey-800,mdl-color--grey-800,#424242
grey,grey,900,grey-900,mdl-color-text--grey-900,mdl-color--grey-900,#212121
blueGrey,blue-grey,1,blue-grey,mdl-color-text--blue-grey,mdl-color--blue-grey,#607d8b
blueGrey,blue-grey,50,blue-grey-50,mdl-color-text--blue-grey-50,mdl-color--blue-grey-50,#eceff1
blueGrey,blue-grey,100,blue-grey-100,mdl-color-text--blue-grey-100,mdl-color--blue-grey-100,#cfd8dc
blueGrey,blue-grey,200,blue-grey-200,mdl-color-text--blue-grey-200,mdl-color--blue-grey-200,#b0bec5
blueGrey,blue-grey,300,blue-grey-300,mdl-color-text--blue-grey-300,mdl-color--blue-grey-300,#90a4ae
blueGrey,blue-grey,400,blue-grey-400,mdl-color-text--blue-grey-400,mdl-color--blue-grey-400,#78909c
blueGrey,blue-grey,500,blue-grey-500,mdl-color-text--blue-grey-500,mdl-color--blue-grey-500,#607d8b
blueGrey,blue-grey,600,blue-grey-600,mdl-color-text--blue-grey-600,mdl-color--blue-grey-600,#546e7a
blueGrey,blue-grey,700,blue-grey-700,mdl-color-text--blue-grey-700,mdl-color--blue-grey-700,#455a64
blueGrey,blue-grey,800,blue-grey-800,mdl-color-text--blue-grey-800,mdl-color--blue-grey-800,#37474f
blueGrey,blue-grey,900,blue-grey-900,mdl-color-text--blue-grey-900,mdl-color--blue-grey-900,#263238
black,black,1,black,mdl-color-text--black,mdl-color--black,#000000
white,white,1,white,mdl-color-text--white,mdl-color--white,#ffffff